Publisher,Genres,App_Name,Release_Date,Id,Developer
New Reality Games,['RPG'],Atonement 2: Ruptured by Despair,2016-10-18,533820,Astronomic Games
Dreadbit,['Action'],Seraph - Soundtrack (OST),2016-10-18,538570,Dreadbit
M.BonKov,"['Action', 'Adventure', 'Indie']",Rogues or Heroes,2016-10-19,530650,M.BonKov
Marcos Dumont,['Indie'],Remind Yourself,2016-10-10,538470,Marcos Dumont
Kongregate,"['Action', 'Adventure', 'Casual']",Slashy Hero,2016-10-18,525740,"The Gentlebros,General Arcade"
KasSanity,"['Free to Play', 'Massively Multiplayer', 'Racing']",Racecar.io,2016-10-18,539640,"Kastriot Sulejmani,Brayden Myers"
Sad Panda Studios,"['Casual', 'Free to Play', 'Indie']",Crush Crush,2016-05-13,459820,Sad Panda Studios
GameHouse,"['Adventure', 'Casual', 'Indie', 'Simulation']",Fabulous - Angela's Fashion Fever,2016-10-19,540060,GameHouse
magnussoft,"['Action', 'Casual']",Zombie Birds First Encounter Halloween,2016-10-19,521110,magnussoft
Siberian Digital,"['Action', 'Adventure', 'Casual', 'Indie']",NUKED KNIGHT,2016-10-19,448250,Nuked Games
,['Strategy'],SkyBoats - Original Soundtrack,2016-10-17,531120,BrainGoodGames
Dagestan Technology,"['Casual', 'Indie', 'Simulation', 'Strategy']",Physic Monster,2016-10-19,473730,MegawattsCo
Matt Glanville,"['Action', 'Casual', 'Indie']",Switch 'N' Shoot,2016-10-17,498470,Matt Glanville
Artur Rezende,"['Action', 'Casual', 'Indie']",Bumper New Graphics,2016-10-17,542300,Artur Rezende
,['Strategy'],Star Realms - Fleets and Fortresses,2016-10-17,500080,White Wizard Games
7TPGames,"['Adventure', 'Indie']",In The Shadow Of The Truth,2016-10-17,498680,7TPGames
Joe Censored Games,"['Action', 'Casual']",Omega Reaction,2016-10-17,516520,Joe Censored Games
"Jackbox Games, Inc.","['Casual', 'Indie', 'Strategy']",The Jackbox Party Pack 3,2016-10-17,434170,"Jackbox Games, Inc."
"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Cool Pack,2016-10-14,538535,"Hassey Enterprises, Inc."
"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Critter Pack,2016-10-14,538530,"Hassey Enterprises, Inc."
"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #1 Pack,2016-10-14,538531,"Hassey Enterprises, Inc."
"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #2 Pack,2016-10-14,538534,"Hassey Enterprises, Inc."
Phat Phrog Studios,"['Action', 'Casual', 'Indie']",Clickdraw Clicker,2016-10-14,541370,ColloseusX
"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Gourmand Pack,2016-10-14,538532,"Hassey Enterprises, Inc."
"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Faces #3 Pack,2016-10-14,538537,"Hassey Enterprises, Inc."
"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Symbols Pack,2016-10-14,538539,"Hassey Enterprises, Inc."
"Hassey Enterprises, Inc.","['Action', 'Casual', 'Indie', 'Massively Multiplayer']",emoj.io - Wacky Pack,2016-10-14,538538,"Hassey Enterprises, Inc."
GamersHype Productions,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Box Maze - Halloween Skins Pack,2016-10-14,543310,GamersHype Productions
Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Shining Plume,2016-10-14,536420,Warfare Studios
,"['Documentary', 'Episodic', 'Gaming', 'Free to Play']",True Sight,2016-10-14,539730,
Ready Play Games,['Simulation'],Proxy - Ultimate Hacker,2016-10-14,528860,Ready Play Games
Encore,['Casual'],Hoyle Official Casino Games,2016-10-14,532950,Encore
,"['Adventure', 'VR']",Loading Human: Chapter 1,,522200,
,"['Indie', 'Puzzle', 'VR']",Cogito,,543710,
Mystic Bit LLC,"['Casual', 'Indie']",Bad Sector HDD,2015-09-03,531910,Dan Ruscoe
Max Apps LLC,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Maximum Archery The Game,2016-10-14,513680,Max Apps LLC
"Synersteel Studio, LLC","['Action', 'Indie']",MC Lars: The Video Game,2016-10-14,541160,"Synersteel Studio, LLC"
Rumbic Inc,"['Adventure', 'Casual']",Lost in Reefs: Antarctic,2016-10-14,541970,Rumbic Inc
,"['Simulation', 'Action', 'Indie', 'VR', 'Family Friendly', 'Great Soundtrack', 'First-Person', 'Singleplayer', 'Funny', 'Illuminati', 'Cartoon', 'Score Attack', 'Physics', 'Difficult', 'Casual', 'Comedy', 'Memes', 'Strategy']",Pipejob,,543580,
Primitive Studio,['Indie'],Remaining in a dream,2016-10-18,542430,Primitive Studio
,"['Action', 'Indie', 'Casual', 'VR']",DOPAMINE,,527300,
Rocky Hong,['Indie'],Magnetized,2016-10-17,536470,Rocky Hong
Mad Vulture Games,['Strategy'],Raging Titan,2016-10-16,538170,Mad Vulture Games
Nerf Game Co. Ltd.,"['Action', 'Indie']",Lost Socks: Naughty Brothers,2016-10-17,501480,Nerf Game Co. Ltd.
,"['Casual', 'Simulation', 'Free to Play', 'Sports', 'Indie', 'Arcade', 'Pinball', 'VR', '4 Player Local', 'Local Multiplayer', 'Multiplayer']",Zaccaria Pinball - VR,,538760,
Super Puzzle Studios,"['Indie', 'Strategy']",Super Puzzle Sisters,2016-10-17,542680,Super Puzzle Studios
"Beijing Xinrun Technology Co.,Ltd",['Casual'],Spinning Maze,2016-09-09,517230,"Beijing Xinrun Technology Co.,Ltd"
GKT Studios Entertainment,"['Casual', 'Indie', 'Strategy']",Janken Cards,2016-10-17,527210,GKT Studios Entertainment
"Frogames, indienova","['Indie', 'Strategy']",Farabel,2016-10-14,364200,Frogames
,"['Action', 'Indie', 'RPG']",Unepic - OST,2016-10-14,542040,@unepic_fran
Robert Alvarez,"['Casual', 'Indie', 'Strategy']",Kombine,2016-10-14,539750,Robert Alvarez
Aegon Games Ltd,"['Action', 'Indie']",Ironguard,2016-10-14,463430,Aegon Games Ltd
Choice of Games,"['Adventure', 'Indie', 'RPG']",Sorcery Is for Saps,2016-10-14,540660,Choice of Games
SEGA,"['RPG', 'Strategy']",Endless Legend™ - Tempest,2016-10-14,521220,AMPLITUDE Studios
,"['Episodic', 'Cartoon', 'Anime']",Battle Disc,2016-10-14,530400,
Curve Digital,"['Adventure', 'Indie']",Manual Samuel Official Soundtrack,2016-10-14,536760,Perfectly Paranormal
Zuakate Games,"['Action', 'Adventure', 'Casual']",Cerdocornio,2016-10-12,528700,Zuakate Games
Another Reality,"['Indie', 'Simulation', 'Early Access']",CrossWorlds: Escape,2016-10-12,511430,Another Reality
Clarus Victoria,"['Indie', 'Simulation', 'Strategy']",Predynastic Egypt,2016-10-10,461620,Clarus Victoria
NukGames,"['Casual', 'Indie', 'Racing']",Razortron 2000,2016-10-12,539720,NukGames
"CFK Co., Ltd.","['Action', 'Casual']",Wonder Boy Returns,2016-10-12,523810,"CFK Co., Ltd."
,"['Casual', 'Free to Play', 'Indie', 'Simulation']",Donation - 5,2016-10-12,542540,batensan
,"['Casual', 'Free to Play', 'Indie', 'Simulation']",Donation - 15,2016-10-12,542542,batensan
,"['Casual', 'Free to Play', 'Indie', 'Simulation']",Donation - 10,2016-10-12,542541,batensan
Nominia Ltd,"['Action', 'Indie', 'RPG', 'Strategy']",WARSHIFT,2016-10-12,392580,Cyril Megem
Aerosoft GmbH,['Simulation'],OMSI 2 Add-On Aachen,2016-10-13,434067,"Tobias Müller,Florian Wolf,Cedric Appel,Benedikt Steffens"
Blindflug Studios AG,"['Action', 'Indie', 'Early Access']",AIRHEART - Tales of broken Wings,2016-10-13,531180,Blindflug Studios AG
Blindflug Studios AG,['Indie'],AIRHEART - The Original Soundtrack,2016-10-13,540220,Pocket Universe Productions
Blindflug Studios AG,"['Action', 'Indie']",AIRHEART - The Bonus Content,2016-10-13,542190,Blindflug Studios AG
Vaclav Hudec,"['Adventure', 'Free to Play', 'Indie']",Blameless,2016-10-13,530330,Vaclav Hudec
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Real Events 1: 2016 MotoGP™ Season,2016-10-13,464310,Milestone S.r.l.
Mass Creation,"['Action', 'Adventure', 'Indie']",Draw Slasher,2016-10-13,418270,Mass Creation
,"['Early Access', 'Simulation', 'Racing', 'VR', 'Parkour']",Climbey,,520010,
RandomBeats Music,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Tales of the Elements FC,2016-10-07,540640,Last BeNeVoLeNcE
Kasedo Games,"['Action', 'Indie', 'RPG']",The Metronomicon - Indie Game Challenge Pack 1,2016-10-13,522651,Puuba
Devolver Digital,"['Action', 'Adventure']",Shadow Warrior 2 - Solid Gold Pack,2016-10-13,522334,Flying Wild Hog
Slitherine LTD.,"['Indie', 'Simulation', 'Strategy']",Scourge of War: Ligny,2016-10-13,532240,NorbSoftDev
Devolver Digital,"['Action', 'Adventure']",Shadow Warrior 2 - Soundtrack,2016-10-13,522333,Flying Wild Hog
Indie Dynamics,['Indie'],Near Midnight,2016-12-15,522590,Indie Dynamics
nocanwin,"['Action', 'Indie', 'Racing', 'Sports']",Rocket Ski Racing,2016-10-13,471730,nocanwin
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - A09: Rogue Wizard (PFRPG),2016-10-13,533190,"SmiteWorks USA, LLC"
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - ArcKnight Tokens - Mankind,2016-10-13,542320,"SmiteWorks USA, LLC"
505 Games,"['Casual', 'Indie', 'Strategy']",SUPERFIGHT - The Election Deck,2016-10-13,476357,Pipeworks Studio
505 Games,"['Casual', 'Indie', 'Strategy']",SUPERFIGHT - The Horror Deck,2016-10-13,476356,Pipeworks Studio
Rooster Teeth Games,"['Action', 'Adventure', 'Indie']",RWBY: Grimm Eclipse - JNPR,2016-10-13,522120,Rooster Teeth Games
,"['Action', 'Indie']",Warhammer: End Times - Vermintide Quests and Contracts,2016-10-13,463794,Fatshark
Insanity Games,"['Adventure', 'Free to Play', 'Indie']",Escape the Game,2016-10-11,542310,Insanity Games
"No, You Shut Up Inc.","['Action', 'Simulation', 'Strategy', 'Early Access']",Atomic Space Command,2016-10-13,445350,"No, You Shut Up Inc."
Dialogue Design,"['Action', 'Indie', 'Simulation', 'Early Access']",Tank Universal 2,2016-10-13,523030,Phil Jones
,['Simulation'],Trainz Route: Balezino Mosti,2016-10-13,520780,N3V Games
biple_kfp,"['Action', 'Adventure', 'Indie']",Help,2016-10-13,541920,biple_kfp
Degica,['Action'],DoDonPachi Resurrection,2016-10-13,464450,"CAVE Interactive CO.,LTD."
MangaGamer,"['Adventure', 'Casual', 'Indie']",Higurashi When They Cry Hou - Ch.4 Himatsubushi,2016-10-13,526490,07th Expansion
Cacti Council,"['Action', 'Free to Play']",Win Big Or Die,2016-10-13,542120,Silver Legends
,"['Strategy', 'Indie', 'VR', 'RTS', 'Arcade']",Lazerbait,,529150,
Ambiera,"['Adventure', 'Indie', 'Simulation', 'Early Access']",PostCollapse,2016-10-13,509770,Ambiera
Devolver Digital,"['Action', 'Adventure']",Shadow Warrior 2,2016-10-13,324800,Flying Wild Hog
Degica,['Action'],DoDonPachi Resurrection OST,2016-10-13,530490,"CAVE Interactive CO.,LTD."
,['Simulation'],FSX Steam Edition: Night Environment: Pennsylvania Add-On,2016-10-13,500205,Chris Bell - Creative Design Studios
,"['Indie', 'Casual', 'VR']",Allumette,,460850,
Krafted Games,"['Action', 'Indie', 'Strategy', 'Early Access']",Polygod,2016-10-13,531530,Krafted Games
Artifex Mundi,"['Adventure', 'Casual']",Eventide 2: The Sorcerers Mirror,2016-10-13,510650,The House of Fables
Bat Byte,"['Indie', 'Strategy']",Survival Kingdom,2016-10-13,534570,Bat Byte
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Castles & Crusades: Town of Kalas,2016-10-13,542890,"SmiteWorks USA, LLC"
,"['Strategy', 'Adventure', 'Indie', 'VR']",The Rabbit Hole,,529630,
Gearbox Publishing,"['Action', 'Adventure']",Duke Nukem 3D: 20th Anniversary World Tour,2016-10-11,434050,"Nerve Software, Gearbox Software, LLC"
Skyjaz Games,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Dead Army - Radio Frequency,2016-10-11,467060,Skyjaz Games
NeuronHaze,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Project Genom,2016-10-12,389040,NeuronHaze
,"['Action', 'Adventure', 'Indie', 'Casual', 'VR']",Shatter Quest,,538490,
NeuronHaze,"['Action', 'Indie', 'Massively Multiplayer', 'RPG']",Project Genom - Bronze Avalon Pack,2016-10-12,409140,NeuronHaze
NeuronHaze,"['Action', 'Massively Multiplayer', 'RPG']",Project Genom - Silver Avalon Pack,2016-10-12,409141,NeuronHaze
Gamesoft,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Clockwork,2016-10-10,509210,Gamesoft
bluebox interactive,"['Action', 'Casual', 'Indie']",The Caretaker - Dungeon Nightshift,2016-10-10,486550,bluebox interactive
Rusto,"['Action', 'Indie']",Spareware,2016-10-10,530740,Rusto
NeuronHaze,"['Action', 'Massively Multiplayer', 'RPG']",Project Genom - Gold Avalon Pack,2016-10-12,409142,NeuronHaze
8Floor,"['Casual', 'Indie']",Solitaire Beach Season,2016-10-10,528070,Creobit
,"['Early Access', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual', 'VR']",Alveari,,484990,
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Ride 2,2016-10-07,477770,Milestone S.r.l.
United Independent Entertainment GmbH,"['Casual', 'Simulation']",Arctic Trucker Simulator,2016-10-07,273890,United Independent Entertainment GmbH
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Ride 2 Aprilia and Suzuki Bonus Pack,2016-10-07,515090,Milestone S.r.l.
,"['Racing', 'Documentary']",On bike Nurburgring Experience,2004-11-22,531770,
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",Ride 2 Kawasaki and Ducati Bonus Pack,2016-10-07,515100,Milestone S.r.l.
Bigben Interactive,['Racing'],WRC 6 YARIS WRC Test car,2016-10-07,526640,Kylotonn Racing Games
Bigben Interactive,['Racing'],WRC 6 FIA World Rally Championship,2016-10-07,458770,Kylotonn Racing Games
,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - 3 Doors Down Song Pack,2016-10-07,538820,Musopia
mamor games,"['Adventure', 'Indie', 'RPG']",Detective Hayseed - Hollywood,2016-10-07,504380,Zima Software
Black Sword Entertainment,['Action'],Die for the Empire,2016-10-07,537090,Black Sword Entertainment
,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Florence + the Machine Song Pack,2016-10-07,538826,Musopia
,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - The Killers Song Pack,2016-10-07,538830,Musopia
,"['Indie', 'Simulation']",Anykey Simulator OST,2016-10-10,538520,RiDeLy
,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - R.E.M. Song Pack,2016-10-07,538829,Musopia
,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Meghan Trainor Song Pack,2016-10-07,538827,Musopia
Kristjan Skutta,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Utilities', 'Early Access']",Wallpaper Engine,2016-10-10,431960,Kristjan Skutta
KISS ltd,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Fractal Rings,2016-10-10,502840,DL Softworks
,"['Action', 'Indie']",Thumper Soundtrack,2016-10-10,541800,Drool
,"['Indie', 'Action', 'Rhythm', 'Psychedelic', 'Great Soundtrack', 'Music', 'Atmospheric', 'Singleplayer', 'Dark', 'VR', 'Difficult', 'Arcade', 'Fast-Paced', 'Racing', 'Horror', 'Fantasy', 'Lovecraftian', 'Dark Fantasy', 'Action-Adventure']",Thumper,,356400,
,['Action'],DOA5LR Halloween 2016 Costume Set,2016-10-10,535950,"Team NINJA,KOEI TECMO GAMES CO., LTD."
,"['Adventure', 'Indie']",The Last Door Season One Soundtrack,2014-05-20,526910,The Game Kitchen
,"['Casual', 'Adventure', 'VR']",Senza Peso,,496190,
,"['Simulation', 'Strategy']",Europa Universalis IV: Evangelical Majors Unit Pack,2016-10-11,539260,Paradox Development Studio
,"['Simulation', 'Strategy']",Europa Universalis IV: Songs of Regency,2016-10-11,487150,Paradox Development Studio
Bigben Interactive,['Racing'],WRC 6 - Calendar and WRC + Pack,2016-10-11,538080,Kylotonn Racing Games
Paradox Interactive,"['Simulation', 'Strategy']",Content Pack - Europa Universalis IV: Rights of Man,2016-10-11,486571,Paradox Development Studio
Paradox Interactive,"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Rights of Man,2016-10-11,486570,Paradox Development Studio
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – The Fray - “How to Save a Life”,2016-10-11,509633,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Shinedown - “Simple Man”,2016-10-11,509634,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – 2000s Mix Song Pack II,2016-10-11,509636,Ubisoft - San Francisco
Tall Tail Studios,"['Adventure', 'Indie', 'RPG', 'Simulation']",Major\Minor,Oct 2016,417990,Tall Tail Studios
Atriagames,"['Adventure', 'Indie']",Breathing Fear,2016-10-07,535400,Logvinenko Alexandr
petraguardsoftware.com,['Casual'],Taxi,2016-02-19,488080,petraguardsoftware.com
,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Crossfade - “Cold”,2016-10-11,509635,Ubisoft - San Francisco
8Floor,"['Casual', 'Indie']",Mahjong World Contest,2016-10-07,523150,Creobit
505 Games,"['Casual', 'Indie', 'Strategy']",SUPERFIGHT - The Anime Deck 2,2016-10-07,476354,Pipeworks Studio
Scott Cawthon,"['Action', 'Indie', 'Simulation']",Five Nights at Freddy's: Sister Location,2016-10-07,506610,Scott Cawthon
Big Fish Games,"['Adventure', 'Casual']",League of Light: Dark Omens Collector's Edition,2016-10-07,533070,Mariaglorum
,"['Early Access', 'Simulation']",Airship Commander,,522960,
2K,"['Action', 'Adventure']",Mafia III: Season Pass,2016-10-06,511891,Hangar 13
,['Simulation'],Princess Maker 2 Refine - Original Soundtrack (Complete Edition),2016-10-06,540000,"CFK Co., Ltd."
8Floor,"['Casual', 'Indie']",Alice's Patchworks 2,2016-10-07,523160,Creobit
Hexecutable,"['Adventure', 'Indie']",Beglitched,2016-10-07,461220,Hexecutable
Theodore Palser,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Bric - The Casual Indie Game,2016-10-06,537050,Theodore Palser
"2K, Aspyr (Mac)","['Action', 'Adventure']",Mafia III,2016-10-06,360430,"Hangar 13,Aspyr (Mac)"
Wee Free Studio,"['Indie', 'Strategy']",Powargrid,2016-10-05,453130,Wee Free Studio
,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Bon Jovi Song Pack,2016-10-05,537822,Musopia
SP-time,"['Adventure', 'Casual', 'Indie']",True Love ～Confide to the Maple～,2016-10-05,495990,SP-time
,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - The Fray Song Pack,2016-10-05,537980,Musopia
,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Tracy Chapman Song Pack,2016-10-05,537981,Musopia
Springloaded,"['Casual', 'Free to Play', 'Indie']",Campaign Clicker,2016-10-03,485650,Springloaded
Dovetail Games - Flight,['Simulation'],FSX Steam Edition: Convair F-106 Delta Dart ™ Add-On,2016-10-05,491498,Virtavia
Dovetail Games - Flight,['Simulation'],FSX Steam Edition - Night Environment: New Jersey Add-On,2016-10-05,500204,Chris Bell – Creative Design Studios
"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",Droid Character Pack,2016-10-05,466543,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",Jakku: Poe's Quest for Survival,2016-10-05,466547,"Traveller's Tales,TT Games,Feral Interactive (Mac)"
Jorge Giner Cordero,"['Action', 'Adventure', 'Indie']",The Planet of the Vicious Creatures,2016-10-05,530290,Jorge Giner Cordero
,"['Action', 'Adventure', 'Indie']",The Planet of the Vicious Creatures - Soundtrack,2016-10-05,532310,Jorge Giner Cordero
Saibot Studios,"['Action', 'Adventure', 'Free to Play', 'Indie']",Doorways: Old Prototype,2016-10-05,525780,Saibot Studios
Space Lizard Studio LTD,"['Action', 'Casual', 'Indie']",Dragon Bros,2016-09-16,506150,Space Lizard Studio LTD
,"['Action', 'Adventure', 'Free to Play', 'Indie']",Doorways: Old Prototype - Bonus Pack,2016-10-05,538400,Saibot Studios
Antonio Renna,"['Action', 'Indie']",Noob Squad,2016-10-05,496550,Antonio Renna
Nexon America,"['Adventure', 'Massively Multiplayer', 'RPG']",Riders of Icarus: Legendary Grim Rider's Package,2016-10-05,533602,WeMade
,"['Early Access', 'Simulation', 'Racing', 'Action', 'Adventure', 'Indie', 'Casual', 'Flight', 'VR']",Faceted Flight,,355230,
